StationCode,isSWMP,DateTimeStamp,Date,Time,Epoch,TimeFrame,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO23F,F_NO23F,CHLA_N,F_CHLA_N
gndbhnut,P,8/18/2010 16:11,8/18/2010,16:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.011,<0>  ,0.01,<-4> [SBL] ,0.42,<0>  
gndbhnut,P,8/18/2010 16:15,8/18/2010,16:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-3> [SRD] ,0.4,<0>  
gndbhnut,P,8/18/2010 16:16,8/18/2010,16:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.011,<0>  ,0.01,<-4> [SBL] ,0.44,<0>  
gndbcnut,P,9/13/2010 12:05,9/13/2010,12:05,QY,NI,1,1,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.066,<0>  ,29.91,<0>  
gndbcnut,P,9/13/2010 12:06,9/13/2010,12:06,QY,NI,1,2,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.063,<0>  ,24.69,<0>  
gndblnut,P,9/13/2010 12:40,9/13/2010,12:40,QY,NI,1,1,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.063,<0>  ,11.85,<0>  
gndblnut,P,9/13/2010 12:41,9/13/2010,12:41,QY,NI,1,2,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.058,<0>  ,17.48,<0>  
gndbnnut,S,9/13/2010 12:45,9/13/2010,12:45,QY,NI,1,1,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.061,<0>  ,18.08,<0>  
gndbnnut,S,9/13/2010 12:45,9/13/2010,12:45,QY,NI,1,2,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.062,<0>  ,19.5,<0>  
gndpcnut,P,9/13/2010 12:55,9/13/2010,12:55,QY,NI,1,1,,,<-2> [GDM] (CSM) ,0.011,<0>  ,0.082,<0>  ,24.99,<0>  
gndpcnut,P,9/13/2010 12:56,9/13/2010,12:56,QY,NI,1,2,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.101,<0>  ,21.8,<0>  
gndbhnut,P,9/13/2010 13:15,9/13/2010,13:15,QY,NI,1,1,,,<-2> [GDM] (CSM) ,0.036,<0>  ,0.069,<0>  ,12.83,<0>  
gndbhnut,P,9/13/2010 13:16,9/13/2010,13:16,QY,NI,1,2,,,<-2> [GDM] (CSM) ,0.01,<0>  ,0.069,<0>  ,15.73,<0>  
gndbhnut,P,9/13/2010 13:20,9/13/2010,13:20,QY,NI,1,1,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.068,<0>  ,16.61,<0>  
gndbhnut,P,9/13/2010 13:21,9/13/2010,13:21,QY,NI,1,2,,,<-2> [GDM] (CSM) ,0.01,<-4> [SBL] ,0.074,<0>  ,14.58,<0>  
gndpcnut,P,10/23/2010 9:20,10/23/2010,9:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.16,<0>  
gndpcnut,P,10/23/2010 9:21,10/23/2010,9:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.5,<0>  
gndbnnut,S,10/23/2010 9:35,10/23/2010,9:35,QY,NI,1,1,,0.01,<0>  ,0.051,<0>  ,0.01,<-4> [SBL] ,3.43,<0>  
gndbnnut,S,10/23/2010 9:35,10/23/2010,9:35,QY,NI,1,2,,0.01,<-4> [SBL] ,0.05,<0>  ,0.01,<-4> [SBL] ,3.83,<0>  
gndblnut,P,10/23/2010 9:40,10/23/2010,9:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.024,<0>  ,0.01,<-4> [SBL] ,4.25,<0>  
gndblnut,P,10/23/2010 9:41,10/23/2010,9:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.02,<0>  ,0.01,<-4> [SBL] ,4.19,<0>  
gndbcnut,P,10/23/2010 9:50,10/23/2010,9:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.047,<0>  ,0.01,<-4> [SBL] ,3.03,<0>  
gndbcnut,P,10/23/2010 9:51,10/23/2010,9:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.021,<0>  ,0.01,<-4> [SBL] ,3.95,<0>  
gndbhnut,P,10/23/2010 10:20,10/23/2010,10:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.071,<0>  ,0.01,<-4> [SBL] ,16.47,<0>  
gndbhnut,P,10/23/2010 10:21,10/23/2010,10:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.044,<0>  ,0.01,<-4> [SBL] ,13.59,<0>  
gndbhnut,P,10/23/2010 10:25,10/23/2010,10:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.045,<0>  ,0.01,<-4> [SBL] ,5.03,<0>  
gndbhnut,P,10/23/2010 10:26,10/23/2010,10:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.044,<0>  ,0.01,<-4> [SBL] ,5.89,<0>  
gndpcnut,P,11/20/2010 9:00,11/20/2010,9:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.05,<0>  
gndpcnut,P,11/20/2010 9:01,11/20/2010,9:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.73,<0>  
gndbnnut,S,11/20/2010 9:15,11/20/2010,9:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.65,<0>  
gndbnnut,S,11/20/2010 9:15,11/20/2010,9:15,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.65,<0>  
gndblnut,P,11/20/2010 9:20,11/20/2010,9:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.13,<0>  
gndblnut,P,11/20/2010 9:21,11/20/2010,9:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.3,<0>  
gndbcnut,P,11/20/2010 9:30,11/20/2010,9:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.33,<0>  
gndbcnut,P,11/20/2010 9:31,11/20/2010,9:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.86,<0>  
gndbhnut,P,11/20/2010 10:10,11/20/2010,10:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.189,<0>  ,,<-3> [SRD] ,3.72,<0>  
gndbhnut,P,11/20/2010 10:11,11/20/2010,10:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.121,<0>  ,0.01,<-4> [SBL] ,2.75,<0>  
gndbhnut,P,11/20/2010 10:15,11/20/2010,10:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.129,<0>  ,0.01,<-4> [SBL] ,4.6,<0>  
gndbhnut,P,11/20/2010 10:16,11/20/2010,10:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.126,<0>  ,0.01,<-4> [SBL] ,1.77,<0>  
gndpcnut,P,12/18/2010 7:10,12/18/2010,7:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.058,<1> [SRD] ,6.15,<0>  
gndpcnut,P,12/18/2010 7:11,12/18/2010,7:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.148,<1> [SRD] ,4.96,<0>  
gndblnut,P,12/18/2010 7:30,12/18/2010,7:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.68,<0>  
gndblnut,P,12/18/2010 7:31,12/18/2010,7:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.43,<0>  
gndbcnut,P,12/18/2010 7:40,12/18/2010,7:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,14.29,<0>  
gndbcnut,P,12/18/2010 7:41,12/18/2010,7:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,16.06,<0>  
gndbhnut,P,12/18/2010 8:20,12/18/2010,8:20,QY,NI,1,1,,0.01,<-4> [SBL] ,,<-3> [SRD] ,0.01,<-4> [SBL] ,,<-3> [GQD] (CSM) 
gndbhnut,P,12/18/2010 8:21,12/18/2010,8:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-3> [GQD] (CSM) 
gndbhnut,P,12/18/2010 8:25,12/18/2010,8:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.013,<0>  ,,<-3> [GQD] (CSM) 
gndbhnut,P,12/18/2010 8:26,12/18/2010,8:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.024,<0>  ,,<-3> [GQD] (CSM) 
gndpcnut,P,1/29/2011 9:40,1/29/2011,9:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.012,<0>  ,1.46,<0>  
gndpcnut,P,1/29/2011 9:41,1/29/2011,9:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.012,<0>  ,1.53,<0>  
gndblnut,P,1/29/2011 9:55,1/29/2011,9:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.09,<0>  
gndblnut,P,1/29/2011 9:56,1/29/2011,9:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.07,<0>  
gndbnnut,S,1/29/2011 10:00,1/29/2011,10:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,1.64,<0>  
gndbnnut,S,1/29/2011 10:01,1/29/2011,10:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,1.75,<0>  
gndbcnut,P,1/29/2011 10:25,1/29/2011,10:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<0>  ,7.7,<0>  
gndbcnut,P,1/29/2011 10:26,1/29/2011,10:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.18,<0>  
gndbhnut,P,1/29/2011 11:10,1/29/2011,11:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.015,<0>  ,0.027,<0>  ,13.35,<0>  
gndbhnut,P,1/29/2011 11:11,1/29/2011,11:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.019,<0>  ,12.52,<0>  
gndbhnut,P,1/29/2011 11:15,1/29/2011,11:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.019,<0>  ,20.54,<0>  
gndbhnut,P,1/29/2011 11:16,1/29/2011,11:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.023,<0>  ,18.02,<0>  
gndbcnut,P,2/17/2011 10:10,2/17/2011,10:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,16.47,<0>  
gndbcnut,P,2/17/2011 10:11,2/17/2011,10:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,22.19,<0>  
gndblnut,P,2/17/2011 10:54,2/17/2011,10:54,QY,NI,1,1,,0.01,<-4> [SBL] ,0.021,<0>  ,0.01,<-4> [SBL] ,2.6,<0>  
gndblnut,P,2/17/2011 10:55,2/17/2011,10:55,QY,NI,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.01,<-4> [SBL] ,2.08,<0>  
gndbnnut,S,2/17/2011 11:21,2/17/2011,11:21,QY,NI,1,1,,0.01,<-4> [SBL] ,0.039,<0>  ,0.01,<-4> [SBL] ,3.48,<0>  
gndbnnut,S,2/17/2011 11:22,2/17/2011,11:22,QY,NI,1,2,,0.01,<-4> [SBL] ,0.042,<0>  ,0.01,<-4> [SBL] ,3.29,<0>  
gndpcnut,P,2/17/2011 12:15,2/17/2011,12:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,2.24,<0>  
gndpcnut,P,2/17/2011 12:16,2/17/2011,12:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.86,<0>  
gndbhnut,P,2/17/2011 12:55,2/17/2011,12:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.033,<0>  ,0.022,<0>  ,15.94,<0>  
gndbhnut,P,2/17/2011 12:56,2/17/2011,12:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.014,<0>  ,18.63,<0>  
gndbhnut,P,2/17/2011 13:00,2/17/2011,13:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.012,<0>  ,8.19,<0>  
gndbhnut,P,2/17/2011 13:01,2/17/2011,13:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.11,<0>  
gndbhnut,P,3/17/2011 7:20,3/17/2011,7:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.048,<0>  ,0.014,<0>  ,1.11,<0>  
gndbhnut,P,3/17/2011 7:21,3/17/2011,7:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.069,<0>  ,0.01,<0>  ,2.79,<0>  
gndbhnut,P,3/17/2011 7:30,3/17/2011,7:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.094,<0>  ,0.014,<0>  ,2.54,<0>  
gndbhnut,P,3/17/2011 7:31,3/17/2011,7:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.093,<0>  ,0.01,<-4> [SBL] ,2.51,<0>  
gndpcnut,P,3/17/2011 7:56,3/17/2011,7:56,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<0>  ,7.61,<0>  
gndpcnut,P,3/17/2011 7:57,3/17/2011,7:57,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.76,<0>  
gndblnut,P,3/17/2011 8:30,3/17/2011,8:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.015,<0>  ,0.021,<0>  ,11.94,<0>  
gndblnut,P,3/17/2011 8:31,3/17/2011,8:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.012,<0>  ,0.02,<0>  ,12.54,<0>  
gndbnnut,S,3/17/2011 8:45,3/17/2011,8:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.021,<0>  ,16.55,<0>  
gndbnnut,S,3/17/2011 8:46,3/17/2011,8:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.022,<0>  ,14.84,<0>  
gndbcnut,P,3/17/2011 9:20,3/17/2011,9:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.049,<0>  ,0.015,<0>  ,21.63,<0>  
gndbcnut,P,3/17/2011 9:21,3/17/2011,9:21,QY,NI,1,2,,0.01,<-4> [SBL] ,0.042,<0>  ,0.024,<0>  ,20.7,<0>  
gndblnut,P,4/16/2011 14:30,4/16/2011,14:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.35,<0>  
gndblnut,P,4/16/2011 14:31,4/16/2011,14:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.06,<0>  
gndbnnut,S,4/16/2011 14:36,4/16/2011,14:36,QY,NI,1,1,,0.01,<-4> [SBL] ,0.042,<0>  ,0.01,<-4> [SBL] ,7.46,<0>  
gndbnnut,S,4/16/2011 14:37,4/16/2011,14:37,QY,NI,1,2,,0.01,<-4> [SBL] ,0.032,<0>  ,0.01,<-4> [SBL] ,7.39,<0>  
gndbcnut,P,4/16/2011 15:00,4/16/2011,15:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.042,<0>  ,0.01,<-4> [SBL] ,9.91,<0>  
gndbcnut,P,4/16/2011 15:01,4/16/2011,15:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.048,<0>  ,0.01,<-4> [SBL] ,8.18,<0>  
gndpcnut,P,4/16/2011 15:15,4/16/2011,15:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,8.68,<0>  
gndpcnut,P,4/16/2011 15:16,4/16/2011,15:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.03,<0>  ,0.01,<-4> [SBL] ,8.07,<0>  
gndbhnut,P,4/16/2011 15:33,4/16/2011,15:33,QY,NI,1,1,,0.01,<-4> [SBL] ,0.034,<0>  ,0.015,<0>  ,6.51,<0>  
gndbhnut,P,4/16/2011 15:34,4/16/2011,15:34,QY,NI,1,2,,0.01,<-4> [SBL] ,0.035,<0>  ,0.01,<-4> [SBL] ,2.39,<0>  
gndbhnut,P,4/16/2011 15:38,4/16/2011,15:38,QY,NI,1,1,,0.01,<-4> [SBL] ,0.029,<0>  ,0.01,<-4> [SBL] ,7.72,<0>  
gndbhnut,P,4/16/2011 15:39,4/16/2011,15:39,QY,NI,1,2,,0.01,<-4> [SBL] ,0.065,<0>  ,0.01,<-4> [SBL] ,7.43,<0>  
gndpcnut,P,5/13/2011 13:30,5/13/2011,13:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.059,<0>  ,0.021,<0>  ,10.92,<1> (CSM) 
gndpcnut,P,5/13/2011 13:31,5/13/2011,13:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.054,<0>  ,0.01,<-4> [SBL] ,10.56,<1> (CSM) 
gndblnut,P,5/13/2011 13:58,5/13/2011,13:58,QY,NI,1,1,,0.01,<-4> [SBL] ,0.055,<0>  ,0.01,<-4> [SBL] ,14.17,<1> (CSM) 
gndblnut,P,5/13/2011 13:59,5/13/2011,13:59,QY,NI,1,2,,0.01,<-4> [SBL] ,0.047,<0>  ,0.01,<-4> [SBL] ,14.73,<1> (CSM) 
gndbnnut,S,5/13/2011 14:05,5/13/2011,14:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.053,<0>  ,0.01,<-4> [SBL] ,19.45,<1> (CSM) 
gndbnnut,S,5/13/2011 14:06,5/13/2011,14:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.05,<0>  ,0.01,<-4> [SBL] ,19.28,<1> (CSM) 
gndbcnut,P,5/13/2011 14:37,5/13/2011,14:37,QY,NI,1,1,,0.01,<-4> [SBL] ,0.055,<0>  ,0.01,<-4> [SBL] ,16.65,<1> (CSM) 
gndbcnut,P,5/13/2011 14:38,5/13/2011,14:38,QY,NI,1,2,,0.01,<-4> [SBL] ,0.07,<0>  ,0.01,<-4> [SBL] ,16.6,<1> (CSM) 
gndbhnut,P,5/13/2011 15:10,5/13/2011,15:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.072,<0>  ,0.01,<-4> [SBL] ,10.32,<1> (CSM) 
gndbhnut,P,5/13/2011 15:11,5/13/2011,15:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.046,<0>  ,0.01,<-4> [SBL] ,10.54,<1> (CSM) 
gndbhnut,P,5/13/2011 15:15,5/13/2011,15:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.053,<0>  ,0.01,<-4> [SBL] ,9.46,<1> (CSM) 
gndbhnut,P,5/13/2011 15:16,5/13/2011,15:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.044,<0>  ,0.01,<-4> [SBL] ,10.23,<1> (CSM) 
gndpcnut,P,6/10/2011 13:30,6/10/2011,13:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.024,<0>  ,0.01,<-4> [SBL] ,11.85,<0>  
gndpcnut,P,6/10/2011 13:31,6/10/2011,13:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.018,<0>  ,0.013,<0>  ,12.31,<0>  
gndblnut,P,6/10/2011 13:55,6/10/2011,13:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.025,<0>  ,13.03,<0>  
gndblnut,P,6/10/2011 13:56,6/10/2011,13:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.023,<0>  ,12.79,<0>  
gndbnnut,S,6/10/2011 14:04,6/10/2011,14:04,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.029,<0>  ,12.8,<0>  
gndbnnut,S,6/10/2011 14:05,6/10/2011,14:05,QY,NI,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.015,<0>  ,12.82,<0>  
gndbcnut,P,6/10/2011 14:35,6/10/2011,14:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.026,<0>  ,15.34,<0>  
gndbcnut,P,6/10/2011 14:36,6/10/2011,14:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.018,<0>  ,0.023,<0>  ,14.95,<0>  
gndbhnut,P,6/10/2011 15:15,6/10/2011,15:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.21,<0>  
gndbhnut,P,6/10/2011 15:16,6/10/2011,15:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.07,<0>  
gndbhnut,P,6/10/2011 15:20,6/10/2011,15:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.013,<0>  ,0.012,<0>  ,65.13,<0>  
gndbhnut,P,6/10/2011 15:21,6/10/2011,15:21,QY,NI,1,2,,0.024,<0>  ,0.025,<0>  ,0.028,<0>  ,35.08,<0>  
gndpcnut,P,7/7/2011 12:58,7/7/2011,12:58,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,10.43,<0>  
gndpcnut,P,7/7/2011 12:59,7/7/2011,12:59,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.69,<0>  
gndbnnut,S,7/7/2011 13:28,7/7/2011,13:28,QY,NI,1,1,,0.01,<-4> [SBL] ,0.015,<0>  ,0.01,<-4> [SBL] ,17.4,<0>  
gndbnnut,S,7/7/2011 13:29,7/7/2011,13:29,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,16.27,<0>  
gndblnut,P,7/7/2011 13:38,7/7/2011,13:38,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,14.95,<0>  
gndblnut,P,7/7/2011 13:39,7/7/2011,13:39,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,14.84,<0>  
gndbcnut,P,7/7/2011 14:00,7/7/2011,14:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,12.69,<0>  
gndbcnut,P,7/7/2011 14:01,7/7/2011,14:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<0>  ,0.01,<-4> [SBL] ,13.27,<0>  
gndbhnut,P,7/7/2011 15:00,7/7/2011,15:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.025,<0>  ,0.01,<-4> [SBL] ,9.94,<0>  
gndbhnut,P,7/7/2011 15:01,7/7/2011,15:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.012,<0>  ,0.01,<-4> [SBL] ,10.4,<0>  
gndbhnut,P,7/7/2011 15:05,7/7/2011,15:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.012,<0>  ,0.01,<-4> [SBL] ,38.77,<0>  
gndbhnut,P,7/7/2011 15:06,7/7/2011,15:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.011,<0>  ,0.01,<-4> [SBL] ,24.2,<0>  
gndpcnut,P,8/4/2011 9:45,8/4/2011,9:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.41,<0>  
gndpcnut,P,8/4/2011 9:46,8/4/2011,9:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.63,<0>  
gndblnut,P,8/4/2011 10:14,8/4/2011,10:14,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,13.74,<0>  
gndblnut,P,8/4/2011 10:15,8/4/2011,10:15,QY,NI,1,2,,0.01,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,14.26,<0>  
gndbnnut,S,8/4/2011 10:26,8/4/2011,10:26,QY,NI,1,1,,0.027,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,15.47,<0>  
gndbnnut,S,8/4/2011 10:27,8/4/2011,10:27,QY,NI,1,2,,0.028,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,16.73,<0>  
gndbcnut,P,8/4/2011 11:50,8/4/2011,11:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,27.13,<0>  
gndbcnut,P,8/4/2011 11:51,8/4/2011,11:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,34.05,<0>  
gndbhnut,P,8/4/2011 12:35,8/4/2011,12:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.017,<0>  ,0.01,<-4> [SBL] ,9.17,<0>  
gndbhnut,P,8/4/2011 12:36,8/4/2011,12:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,9.69,<0>  
gndbhnut,P,8/4/2011 12:40,8/4/2011,12:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,25.63,<0>  
gndbhnut,P,8/4/2011 12:41,8/4/2011,12:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,29.59,<0>  
gndpcnut,P,9/23/2011 13:05,9/23/2011,13:05,QY,NI,1,1,,0.011,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.17,<0>  
gndpcnut,P,9/23/2011 13:06,9/23/2011,13:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,10.91,<0>  
gndblnut,P,9/23/2011 13:30,9/23/2011,13:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,15.13,<0>  
gndblnut,P,9/23/2011 13:31,9/23/2011,13:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,16.01,<0>  
gndbnnut,S,9/23/2011 13:40,9/23/2011,13:40,QY,NI,1,1,,0.02,<0>  ,0.067,<0>  ,0.01,<-4> [SBL] ,6.69,<0>  
